name,total_price_in_state,total_price_out_of_state,percent_admitted,yield,total_applicants,act_low,act_high,act_range,city,state,zip,address,longitude,latitude,affiliation,six_year_grad_rate,total_enrollment,website,phone_number,financial_aid_address,admissions_address,application_address,net_price_calculator,average_price_after_financial_aid,average_price_if_less_than_30000,average_price_if_less_than_48000,average_price_if_less_than_75000,average_price_if_less_than_110000,average_price_if_greater_than_110000,ncaa_membership,football_team?,basketball_team?,baseball_team?,cross_country_team?
National American University-Albuquerque,,,,,, , , - ,Albuquerque,NM,87110-3976,4775 Indian School Road NE Suite 200,-106.591249,35.101938,private_for_profit,0,352,www.national.edu/locations/new-mexico/albuquerque,5053483700,,,,www.national.edu/net_price_calculator,,,,,,,No,No,No,No,No
National American University-Albuquerque West,,,,,, , , - ,Albuquerque,NM,87114-0000,10131 Coors Boulevard North West Suite I-01,-106.650691,35.20039,private_for_profit,0,295,www.national.edu/locations/campuses/albuquerque-west/,5053483750,,,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,,,,,,,No,No,No,No,No
National American University-Bloomington,,,,,, , , - ,Bloomington,MN,55425-5550,7801 Metro Parkway  Suite 200,-93.228669,44.861375,private_for_profit,20,422,www.national.edu/locations/campuses/bloomington/,9523563600,,,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,9534,9534,,,,,No,No,No,No,No
National American University-Ellsworth AFB Extension,,,,,, , , - ,Ellsworth Air Force Base,SD,57706-4800,1000 Ellsworth Street   Suite 2400B,-103.078655,44.148129,private_for_profit,25,376,www.national.edu/locations/campuses/ellsworth-afb/,6057186550,,,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,8585,11339,,,,,No,No,No,No,No
National American University-Lee's Summit,,,,,, , , - ,Lee's Summit,MO,64081-1425,401 North West Murray Road,-94.402699,38.919799,private_for_profit,,309,www.national.edu/locations/campuses/lees-summit/,8166003900,,,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,,,,,,,No,No,No,No,No
National American University-Overland Park,,,,,, , , - ,Overland Park,KS,66212-5451,10310 Mastin,-94.703896,38.941076,private_for_profit,7,382,www.national.edu/locations/campuses/overland-park/,9139818700,www.national.edu/admissions-financial/financial-aid/,www.national.edu/admissions-financial/,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,,,,,,,No,No,No,No,No
National American University-Rapid City,,,,,, , , - ,Rapid City,SD,57701-2823,5301 South Highway 16,-103.250111,44.03123,private_for_profit,24,1479,www.national.edu/locations/campuses/rapid-city/,6053944800,,,,www.national.edu/admissions-financial/financial-aid/net-price-calculator/,16550,16059,,19157,19157,19157,No,No,No,No,No
National Graduate School of Quality Management,,,,,, , , - ,Falmouth,MA,02540-2958,186 Jones Road,-70.613737,41.561834,private_non_profit,,239,www.ngs.edu,8008382580,ngs.edu/financial-aid-students-tuition-costs/,ngs.edu/online-degree-information-prospective-college-students/,hr.ngs.edu/modules/shop/index.html?action=programCatalogs,www.ngs.edu/Financialaid_web/smartborrow.xls,,,,,,,No,No,No,No,No
National Louis University,,,97,13,39, , , - ,Chicago,IL,60603,122 S Michigan Ave,-87.624805,41.879826,private_non_profit,44,4582,www.nl.edu,8004435522,www.nl.edu/studentservices/finaid/,www.nl.edu/oar/,www.nl.edu/applyonline/,www1.nl.edu/netpricecalculator/calculator.cfm,15420,17556,10717,12834,,,No,No,No,No,No
National University,,,,,, , , - ,La Jolla,CA,92037-1011,11255 North Torrey Pines Road,-117.244243,32.909469,private_non_profit,23,17608,www.nu.edu,8006288648,www.nu.edu/Admissions/Financial-Aid-and-Scholarships.html,www.nu.edu/Admissions.html,www.nu.edu/Admissions/ApplyOnline.html,www.nu.edu/npcalc/npcalc.htm,22058,23597,23839,24270,26054,26862,No,No,No,No,No
National University College-Caguas,,,84,58,209, , , - ,Caguas,PR,00725-0000,190 Ave. Gautier Ben�_tez esquina Ave. Federico Degetau,-66.038026,18.225575,private_for_profit,,1032,www.nuc.edu,7.87653E+13,www.nuc.edu,www.nuc.edu,www.nuc.edu,www.nuc.edu,8319,8227,9015,11422,,,No,No,No,No,No
National University College-Ponce,,,92,68,345, , , - ,Ponce,PR,716,State Road #506 Km. 1.00 Bo Coto Laurel,-66.60597,17.98043,private_for_profit,,1241,www.nuc.edu,7.8784E+13,www.nuc.edu,www.nuc.edu,www.nuc.edu,www.nuc.edu,7908,8105,8767,9467,,,No,No,No,No,No
National University of Health Sciences,,,,,, , , - ,Lombard,IL,60148-4583,200 E Roosevelt Rd,-88.013153,41.861919,private_non_profit,,705,www.nuhs.edu,6306292000,www.nuhs.edu/student-services/fin-aid/,www.nuhs.edu/admissions/,www.nuhs.edu/admissions/apply-now/,www.nuhs.edu/about-us/our-profile/compliance-information/,,,,,,,No,No,No,No,No
Nazarene Bible College,,,,,, , , - ,Colorado Springs,CO,80910-3704,1111 Academy Park Loop,-104.751124,38.814124,private_non_profit,0,762,www.nbc.edu,7198845000,www.nbc.edu/financialaid/,www.nbc.edu,www.nbc.edu/apply,www.nbc.edu/core/includes/net-price-calculator/npcalc.htm,15969,17056,18182,16085,,,No,No,No,No,No
Nazareth College,47063,47063,70,16,4185, , , - ,Rochester,NY,14618-3790,4245 East Ave,-77.514417,43.102406,private_non_profit,73,2818,www.naz.edu,5853892525,https://www2.naz.edu/financial-aid,https://www2.naz.edu/admissions,https://www2.naz.edu/admissions/first-time/how-apply/,https://forms.naz.edu/npc/,26802,17367,30320,21562,27659,28792,Yes,No,Yes,No,Yes
Nebraska Christian College,27450,27450,,,, , , - ,Papillion,NE,68046,12550 S. 114th St.,-96.09437,41.12314,private_non_profit,40,136,nechristian.edu,4029359400,nechristian.edu/#/future-students/financial-aid,nechristian.edu/#/future-students,ncconline.nechristian.edu/application.html,ncconline.nechristian.edu/npcalc,17940,14059,16834,17252,20231,19648,No,No,No,No,No
Nebraska Methodist College of Nursing & Allied Health,27538,27538,83,50,92,21,26,21 - 26,Omaha,NE,68114-2852,720 North 87th Street,-96.048511,41.265973,private_non_profit,67,1000,www.methodistcollege.edu,4023547000,www.methodistcollege.edu/admissions/financial-aid,www.methodistcollege.edu/admissions,www.methodistcollege.edu/admissions/get-started/apply-now,www.methodistcollege.edu/admissions/tuition-and-fees/net-price-calculator,18734,14994,17725,22279,20334,19741,No,No,No,No,No
Nebraska Wesleyan University,42640,42640,78,27,1775,22,27,22 - 27,Lincoln,NE,68504-2794,5000 St Paul Ave,-96.648414,40.838789,private_non_profit,65,2083,www.nebrwesleyan.edu/,4024662371,www.nebrwesleyan.edu/scholarships-and-financial-aid,www.nebrwesleyan.edu/undergraduate-admissions,www.nebrwesleyan.edu/undergraduate-admissions/apply-now,https://www.nebrwesleyan.edu/net_price_calculator/npcalc.htm,20987,14808,15432,18452,21744,24370,Yes,Yes,Yes,Yes,Yes
Ner Israel Rabbinical College,21750,21750,78,79,68, , , - ,Baltimore,MD,21208,400 Mount Wilson Ln,-76.751799,39.387771,private_non_profit,43,512,,4104847200,,,,https://sites.google.com/site/nerisraelrabbinicalcollege/,9671,12550,5817,4235,,,No,No,No,No,No
Neumann University,41980,41980,94,23,1964,15,19,15 - 19,Aston,PA,19014-1298,One Neumann Drive,-75.437928,39.874944,private_non_profit,51,3047,www.neumann.edu,6104590905,www.neumann.edu/financialaid/default.asp,www.neumann.edu/admissions/default.asp,www.neumann.edu/admissions/apply.asp,https://neumann.studentaidcalculator.com/survey.aspx,23341,18591,20310,23812,25788,27140,Yes,No,Yes,Yes,Yes
Neumont University,33256,33256,84,27,600, , , - ,Salt Lake City,UT,84111-1917,143 South Main Street,-111.890571,40.76613,private_for_profit,48,431,www.neumont.edu/,8013022800,www.neumont.edu,www.neumont.edu,www.neumont.edu,www.neumont.edu/financialaid/netpricecalculator/index.html,23763,20899,23951,24060,26429,28277,No,No,No,No,No
Nevada State College,,,55,32,1363, , , - ,Henderson,NV,89002,1125 Nevada State Drive,-114.938929,35.987249,public,16,3555,nsc.edu,7029922000,nsc.edu/552.asp,nsc.edu/admissions.asp,nsc.edu/3718.asp,nsc.edu/ExternalResources/NetPriceCalculator/npcalc.htm,,,,,,,No,No,No,No,No
New College of Florida,20318,43346,60,25,1570,26,30,26 - 30,Sarasota,FL,34243-2109,5800 Bay Shore Road,-82.55858,27.384925,public,69,834,www.ncf.edu,9414875000,ncf.edu/financial-aid,www.ncf.edu/admissions/,ncf.edu/apply,www.ncfnetprice.com/,,,,,,,No,No,No,No,No
New England College,50874,50874,96,5,5551, , , - ,Henniker,NH,3242,98 Bridge St,-71.822928,43.177005,private_non_profit,43,2399,www.nec.edu/,6034282211,www.nec.edu/student-financial-services,www.nec.edu/admission,https://www.necadmissions.org/freshman/splitter.htm,https://nec.studentaidcalculator.com/survey.aspx,27994,28872,23860,28385,27800,28710,Yes,No,Yes,Yes,Yes
New England College of Business and Finance,,,,,, , , - ,Boston,MA,2110,10 High St Ste 204,-71.056671,42.353619,private_for_profit,,841,www.necb.edu/,6179512350,www.necb.edu/,www.necb.edu/,https://enroll.necb.edu/,https://enroll.necb.edu/Npc,9563,10230,14302,14302,14302,14302,No,No,No,No,No
New Hampshire Institute of Art,40800,40800,,,, , , - ,Manchester,NH,03104-4858,148 Concord St,-71.458838,42.992752,private_non_profit,79,508,www.nhia.edu,8662414918,www.nhia.edu/financial-aid/?src=admissions,www.nhia.edu/admissions/,www.nhia.edu/online-application/,www.nhia.edu/NPC/npcalc.htm,24516,17713,22711,24804,27153,28325,No,No,No,No,No
New Hope Christian College-Eugene,25130,25130,67,90,46, , , - ,Eugene,OR,97405,2155 Bailey Hill Rd,-123.153724,44.033123,private_non_profit,21,162,www.newhope.edu,5414851780,www.newhope.edu/admissions/financial-aid,www.newhope.edu/admissions/,www.newhope.edu/admissions/application-request,newhope.edu/financialaid/npcalc.htm,17451,15460,18347,20960,22691,24338,No,No,No,No,No
New Jersey City University,28738,37567,77,34,2618, , , - ,Jersey City,NJ,7305,2039 Kennedy Blvd,-74.08727,40.709937,public,34,8136,www.njcu.edu,2012002000,www.njcu.edu/Financing_Your_Education.aspx,www.njcu.edu/Prospective_Students.aspx,www.njcu.edu/i2e/home/index.asp,https://www.njcu.edu/ir/npcalc.htm,,,,,,,Yes,No,Yes,Yes,Yes
New Jersey Institute of Technology,34408,48626,63,35,4777,23,29,23 - 29,Newark,NJ,7102,University Heights,-74.177113,40.741997,public,54,10646,www.njit.edu/,9735963000,www.njit.edu/financialaid/,www.njit.edu/admissions/index.php,www.njit.edu/admissions/apply-online.php,www.njit.edu/admissions/njheoa/,,,,,,,Yes,No,Yes,Yes,Yes
New Mexico Highlands University,16800,19534,,,, , , - ,Las Vegas,NM,87701,University Ave,-105.222824,35.598982,public,16,3546,www.nmhu.edu,5054257511,www.newmexicohighlands.com/admissions/financial-aid/,www.nmhu.edu/future/inside/index2.aspx,https://www.banweb.nmhu.edu/prod/wwskaqaa.P_DispNewApp,www.collegeportraits.org/NM/NMHU/estimator,,,,,,,Yes,Yes,Yes,Yes,Yes
New Mexico Institute of Mining and Technology,20101,32625,36,79,1003,23,29,23 - 29,Socorro,NM,87801,801 Leroy Place,-106.907491,34.066035,public,47,2127,www.nmt.edu,8004288324,www.nmt.edu/financial-aid-financial-aid,www.nmt.edu/office-of-admission,www.nmt.edu/prospective-students,www.nmt.edu/images/stories/financial_aid/npcalc.htm,,,,,,,No,No,No,No,No
New Mexico State University-Main Campus,19144,32702,70,38,7101,18,24,18 - 24,Las Cruces,NM,88003-8001,2850 Weddell Street,-106.747841,32.282875,public,44,15829,www.nmsu.edu/,5756460111,fa.nmsu.edu/,nmsu.edu/admissions.html,admissions.nmsu.edu/apply/,https://nmsu.studentaidcalculator.com/,,,,,,,Yes,Yes,Yes,Yes,Yes
New Orleans Baptist Theological Seminary,14120,14120,,,, , , - ,New Orleans,LA,70126,3939 Gentilly Blvd,-90.043929,30.005105,private_non_profit,14,2806,www.nobts.edu,5042824455,www.nobts.edu/financial-aid/default.html,www.nobts.edu/registrar/admissions.html,https://selfserve.nobts.edu/Admissions/ApplicationSelectEnabledForm.aspx,www.nobts.edu/financial-aid/default.html,12836,,,,,,No,No,No,No,No
New Saint Andrews College,,,,,, , , - ,Moscow,ID,83843-1525,405 S. Main Street,-117.001732,46.731991,private_non_profit,76,,nsa.edu,2.08882E+12,nsa.edu/admissions/scholarships/,nsa.edu/admissions/,nsa.edu/admissions/apply/,nsa.edu/admissions/tuition/,,,,,,,No,No,No,No,No
New York Institute of Technology,52550,52550,64,13,8394,21,26,21 - 26,Old Westbury,NY,11568-8000,Northern Blvd,-73.608885,40.814402,private_non_profit,46,7872,www.nyit.edu,5166867516,www.nyit.edu/financial_aid/,www.nyit.edu/admissions/,www.nyit.edu/apply/,www.nyit.edu/admissions/financing/cost_estimator/,24658,21767,22278,26166,28333,27748,Yes,No,Yes,Yes,Yes
New York School of Interior Design,48970,48970,46,26,178, , , - ,New York,NY,10021,170 East 70th Street,-73.962404,40.768615,private_non_profit,75,539,www.nysid.edu,2124721500,www.nysid.edu/admissions/financial-aid,www.nysid.edu/admissions,portal.nysid.edu/ics/Admissions/,www.nysid.edu/netpricecalculator,35119,34906,,,35374,47374,No,No,No,No,No
New York University,68400,68400,35,33,50804,28,32,28 - 32,New York,NY,10012-1091,70 Washington Sq South,-73.997264,40.729452,private_non_profit,83,49274,www.nyu.edu,2129981212,www.nyu.edu/admissions/financial-aid-and-scholarships.html,www.nyu.edu/admissions.html,www.nyu.edu/admissions/undergraduate-admissions/apply.html,www.nyu.edu/financial.aid/misc/npc/,35543,25311,27272,33244,39445,50276,Yes,No,Yes,Yes,Yes
Newberry College,40150,40150,57,47,1045,17,23,17 - 23,Newberry,SC,29108,2100 College St,-81.601966,34.286201,private_non_profit,40,1093,www.newberry.edu,8032765010,www.newberry.edu/admissions/financialaid.aspx,www.newberry.edu/admissions.aspx,www.newberry.edu/admissions/applynow.aspx,https://npc.collegeboard.org/student/app/newberry,19941,19434,,,,,Yes,Yes,Yes,Yes,Yes
Newbury College,47748,47748,70,12,3211, , , - ,Brookline,MA,2445,129 Fisher Ave,-71.142082,42.331032,private_non_profit,42,874,www.newbury.edu,6177307000,www.newbury.edu,www.newbury.edu,www.newbury.edu,www.newbury.edu,21626,20190,21558,24067,25871,27982,Yes,No,Yes,Yes,Yes
Newman University,37380,37380,53,13,2473,20,27,20 - 27,Wichita,KS,67213-2097,3100 McCormick Ave,-97.378803,37.672306,private_non_profit,43,3687,www.newmanu.edu,3169424291,www.newmanu.edu/attend-nu/financial-aid,newmanu.edu/admissions,www.newmanu.edu/apply,https://newmanu.studentaidcalculator.com/survey.aspx,14178,13970,10581,13307,14339,15633,Yes,No,Yes,Yes,Yes
Newschool of Architecture and Design,,,98,61,50, , , - ,San Diego,CA,92101,1249 F St,-117.153305,32.71331,private_for_profit,32,498,www.newschoolarch.edu,8004907081,www.newschoolarch.edu/tuition-financial-aid.html,www.newschoolarch.edu/admissions.htm,my.newschoolarch.edu/apply/User/Login.aspx,www.newschoolarch.edu/tuition-financialaid/netprice-calculator.htm,33203,32127,38103,,,33998,No,No,No,No,No
Niagara University,44700,44700,66,26,3565,20,25,20 - 25,Niagara University,NY,14109,Lewiston Road,-79.037737,43.138222,private_non_profit,67,4015,www.niagara.edu,7162851212,www.niagara.edu/scholarships-financialaid,www.niagara.edu/admissions,www.niagara.edu/apply-to-nu,www.niagara.edu/scholarship-and-net-price-calculator,19130,12954,15982,17634,20942,23115,Yes,No,Yes,Yes,Yes
Nicholls State University,21068,31999,88,56,2424,20,24,20 - 24,Thibodaux,LA,70310,University Station  La Hwy 1,-90.802906,29.792689,public,39,6292,www.nicholls.edu,8776424655,www.nicholls.edu/financial-aid/,www.nicholls.edu/admission/,www.nicholls.edu/apply/,www.nicholls.edu/apps/ir/net-price-calculator/,,,,,,,Yes,Yes,Yes,Yes,Yes
Nichols College,48600,48600,76,21,2458, , , - ,Dudley,MA,01571-5000,Center Rd,-71.929644,42.042462,private_non_profit,50,1495,www.nichols.edu,5082131560,www.nichols.edu/admissions/financial-assistance/,www.nichols.edu/admissions/,https://myhome.nichols.edu/Datatel.ERecruiting.Web.External/Pages/Welcome.aspx,nichols.studentaidcalculator.com/survey.aspx,27326,20689,21807,26676,28323,30336,Yes,Yes,Yes,Yes,Yes
Norfolk State University,23909,35667,66,31,2817,16,19,16 - 19,Norfolk,VA,23504-8000,700 Park Avenue,-76.26393,36.848262,public,36,6027,www.nsu.edu,7578238600,www.nsu.edu/financialaid,www.nsu.edu/admissions,www.nsu.edu/enrollment-management/apply-online/index,www.nsu.edu/financialaid,,,,,,,Yes,Yes,Yes,Yes,Yes
North American University,25260,25260,,,, , , - ,Houston,TX,77038-0000,3203 North Sam Houston Parkway West,-95.468481,29.937288,private_non_profit,,473,www.na.edu,8322305555,www.na.edu/admissions/cost-and-aid/,www.na.edu/admissions/,https://mycampus.na.edu/Applicant/ApplyOnline_CreateAccount.aspx,www.na.edu/netpricecalculator/,11984,10442,10868,15434,17157,19007,No,No,No,No,No
North Carolina A & T State University,17943,30703,57,43,7075,17,21,17 - 21,Greensboro,NC,27411,1601 E Market  St,-79.770152,36.076737,public,43,10725,www.ncat.edu,3363347500,www.ncat.edu/admissions/financial-aid/,www.ncat.edu/admissions.html,aggieadmissions.ncat.edu/undergraduateadmissions/default.asp,www.ncat.edu/admissions/financial-aid/netprice-calculator/npcalc.htm,,,,,,,Yes,Yes,Yes,Yes,Yes
North Carolina Central University,19998,32036,43,19,11246,17,20,17 - 20,Durham,NC,27707,1801 Fayetteville Street,-78.898602,35.974237,public,43,7687,www.nccu.edu,9195306100,www.nccu.edu/admissionsandaid/scholarshipandaid/index.cfm,www.nccu.edu/admissionsandaid/index.cfm,www.nccu.edu/admissionsandaid/applynow.cfm,www.nccu.edu/admissionsandaid/tuitionandfees/,,,,,,,Yes,Yes,Yes,Yes,Yes
North Carolina State University at Raleigh,22398,38749,52,43,20443,26,30,26 - 30,Raleigh,NC,27695-7001,2101 Hillsborough Street,-78.674517,35.785111,public,71,33989,www.ncsu.edu,9195152011,financialaid.ncsu.edu,admissions.ncsu.edu,commonapp.org,https://npc.collegeboard.org/student/app/ncsu,,,,,,,Yes,Yes,Yes,Yes,Yes
North Carolina Wesleyan College,40174,40174,53,22,2683,15,20,15 - 20,Rocky Mount,NC,27804,3400 N Wesleyan Blvd,-77.774231,36.017443,private_non_profit,24,1872,www.ncwc.edu,2529855100,www.ncwc.edu/admissions/financial-assistance,www.ncwc.edu/admissions,secure.ncwc.edu/admission/dayapply.asp,https://npc.collegeboard.org/student/app/ncwc,19317,19588,18946,23414,23478,28330,Yes,Yes,Yes,Yes,Yes
North Central College,48339,48339,60,17,5807,22,27,22 - 27,Naperville,IL,60540,30 N Brainard St,-88.143649,41.775304,private_non_profit,68,3043,northcentralcollege.edu,6306375100,northcentralcollege.edu/financial-aid,northcentralcollege.edu/admission,https://northcentralcollege.edu/apply,northcentralcollege.edu/financial-aid/estimate,23416,16704,18180,19841,23368,26529,Yes,Yes,Yes,Yes,Yes
North Central University,32380,32380,91,42,568,20,26,20 - 26,Minneapolis,MN,55404-1391,910 Elliot Ave,-93.261429,44.969389,private_non_profit,46,1191,www.northcentral.edu,6123434400,www.northcentral.edu/financialaid?section=futurestudents,www.northcentral.edu/futurestudents,https://apply.northcentral.edu/,www.northcentral.edu/financial-aid/net-price-calculator,20078,16926,16962,17869,22506,24435,Yes,No,Yes,Yes,Yes
North Dakota State University-Main Campus,20308,31602,83,52,5713,21,26,21 - 26,Fargo,ND,58108-6050,1301  12th Avenue North,-96.805689,46.894523,public,53,14747,https://www.ndsu.edu,7012318011,https://www.ndsu.edu/bisonconnection/finaid/,https://www.ndsu.edu/admission/,https://www.ndsu.edu/admission/admission_information/application/,www.collegeportraits.org/ND/NDSU/estimator/agree,,,,,,,Yes,Yes,Yes,Yes,Yes
North Greenville University,32000,32000,59,54,1776,22,30,22 - 30,Tigerville,SC,29688-1892,7801 N. Tigerville Road,-82.37026,35.069758,private_non_profit,54,2569,www.ngu.edu,8649777000,www.ngu.edu,www.ngu.edu,www.ngu.edu,www.ngu.edu,15118,19706,20973,21717,22616,20494,Yes,Yes,Yes,Yes,Yes
North Park University,37940,37940,55,28,2655,19,25,19 - 25,Chicago,IL,60625-4895,3225 W Foster Ave,-87.709142,41.9751,private_non_profit,56,3185,www.northpark.edu,7732446200,www.northpark.edu/Financial-Aid,www.northpark.edu/Admissions,www.northpark.edu/Admissions/Undergraduate-Admissions/Apply,www.northpark.edu/Financial-Aid/Undergraduate/Cost/Net-Price-Calculator,19152,15777,14767,16762,18695,23226,Yes,Yes,Yes,Yes,Yes
